timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-13T12:26:00.000Z";"2022-09-21T22:20:00.000Z";20050.4986698419;22673.8197662856;18290.315188225;19431.7894465994;43975248084.73;372414733487.45;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-15T03:19:00.000Z";"2022-08-29T00:22:00.000Z";23336.7180518604;25135.5903960686;19600.7850348256;20049.7631893726;33225232872.06;383710102294.98;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-30T15:49:00.000Z";"2022-07-03T04:58:00.000Z";19820.4704741998;24572.5794217469;18966.9506341661;23336.8956049843;23553591896.25;445941074223.04;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:58:00.000Z";"2022-06-18T20:56:00.000Z";31792.5538087129;31957.2843170438;17708.6237125896;19784.7264946249;26267239923.25;377526215552.49;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-04T19:19:00.000Z";"2022-05-12T07:19:00.000Z";37713.265089741;39902.9502136511;26350.4901742248;31792.3099432754;33538210634.3;605797887876.49;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-03T22:47:00.000Z";"2022-04-30T23:51:00.000Z";45554.1638120546;47313.4768544721;37697.9427790922;37714.875545299;23895713731.28;717596901508.72;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-28T19:36:00.000Z";"2022-03-07T20:05:00.000Z";43194.5042113042;48086.8367491568;37260.2017138385;45538.6769223388;33327427106.32;865202119215.74;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-10T17:19:00.000Z";"2022-02-24T05:47:00.000Z";38481.7653685119;45661.1731433747;34459.2177282867;43193.2340330233;35690014104.01;819414782676.49;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-02T17:08:00.000Z";"2022-01-24T11:07:00.000Z";46311.744663041;47881.4062331606;33184.0595656615;38483.126309273;20734730465.05;729073641687.68;"2022-01-31T23:59:59.999Z"
"2021-12-01T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-01T16:18:11.000Z";"2021-12-04T05:28:02.000Z";56907.9667338266;59041.6852434855;42874.6168583905;46306.4461226996;36974172399.58;875939356678.79;"2021-12-31T23:59:59.999Z"
"2021-11-01T00:00:00.000Z";"2021-11-30T23:59:59.999Z";"2021-11-10T14:17:02.000Z";"2021-11-26T23:59:02.000Z";61320.4494915952;68789.6259389221;53569.7639630968;57005.4254735998;36708594617.63;1076689232562.09;"2021-11-30T23:59:59.999Z"
"2021-10-01T00:00:00.000Z";"2021-10-31T23:59:59.999Z";"2021-10-20T14:53:02.000Z";"2021-10-01T02:51:02.000Z";43816.7406442989;66930.3872709899;43320.0229785376;61318.957766606;32241199927.48;1156485845063.1;"2021-10-31T23:59:59.999Z"
"2021-09-01T00:00:00.000Z";"2021-09-30T23:59:59.999Z";"2021-09-07T03:22:30.000Z";"2021-09-21T21:20:02.000Z";47099.77486941;52853.7637963;39787.6097979604;43790.8956254849;31141681925.44;824619217607.52;"2021-09-30T23:59:59.999Z"
"2021-08-01T00:00:00.000Z";"2021-08-31T23:59:59.999Z";"2021-08-23T11:56:03.000Z";"2021-08-05T12:47:03.000Z";41460.84408133;50482.07640834;37458.00399335;47166.68794545;34730363427.12;886869903602.64;"2021-08-31T23:59:59.999Z"
"2021-07-01T00:00:00.000Z";"2021-07-31T23:59:59.999Z";"2021-07-30T23:59:06.000Z";"2021-07-20T14:18:13.000Z";35035.98271227;42235.54770874;29360.95583827;41626.19567624;25802845343.24;781431379811.19;"2021-07-31T23:59:59.999Z"
"2021-06-01T00:00:00.000Z";"2021-06-30T23:59:59.999Z";"2021-06-15T18:15:03.000Z";"2021-06-22T13:56:03.000Z";37293.79237447;41295.26857449;28893.62165844;35040.83724889;34059036099.04;656852513237.54;"2021-06-30T23:59:59.999Z"
"2021-05-01T00:00:00.000Z";"2021-05-31T23:59:59.999Z";"2021-05-10T04:07:03.000Z";"2021-05-19T13:10:03.000Z";57714.66485835;59519.35442559;30681.49691178;37332.85368874;39009847639.28;698990486184.97;"2021-05-31T23:59:59.999Z"
"2021-04-01T00:00:00.000Z";"2021-04-30T23:59:59.999Z";"2021-04-14T11:44:03.000Z";"2021-04-25T21:43:03.000Z";58926.56414734;64863.0989077;47159.48584083;57750.17734563;52395931984.68;1079669884319.7;"2021-04-30T23:59:59.999Z"
"2021-03-01T00:00:00.000Z";"2021-03-31T23:59:59.999Z";"2021-03-13T20:44:38.000Z";"2021-03-01T00:07:36.000Z";45159.50305253;61683.86401412;45115.09311478;58918.83271375;65520826225.39;1100016786762.56;"2021-03-31T23:59:59.999Z"
"2021-02-01T00:00:00.000Z";"2021-02-28T23:59:59.999Z";"2021-02-21T19:09:40.000Z";"2021-02-01T00:30:43.000Z";33114.57724298;58330.57214185;32384.22810648;45137.77046805;53443887450.79;841428977514.57;"2021-02-28T23:59:59.999Z"
"2021-01-01T00:00:00.000Z";"2021-01-31T23:59:59.999Z";"2021-01-08T15:11:42.000Z";"2021-01-04T10:19:42.000Z";28994.00891641;41946.73935079;28722.75527058;33114.35774753;52754542671.38;616452744533.29;"2021-01-31T23:59:59.999Z"
"2020-12-01T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-31T00:23:36.000Z";"2020-12-11T11:40:53.000Z";19633.77044727;29244.87668786;17619.53238938;29001.71982218;46754964848.19;539051138107.79;"2020-12-31T23:59:59.999Z"
"2020-11-01T00:00:00.000Z";"2020-11-30T23:59:59.999Z";"2020-11-30T15:18:39.000Z";"2020-11-02T12:46:48.000Z";13780.99480514;19749.26369425;13243.159866;19625.83502949;47728480399.28;364229729425.87;"2020-11-30T23:59:59.999Z"
"2020-10-01T00:00:00.000Z";"2020-10-31T23:59:59.999Z";"2020-10-31T10:07:43.000Z";"2020-10-02T05:35:47.000Z";10795.25474253;14028.21429317;10416.68920469;13780.99470249;30306464718.76;255372071116.28;"2020-10-31T23:59:59.999Z"
"2020-09-01T00:00:00.000Z";"2020-09-30T23:59:59.999Z";"2020-09-01T22:24:00.000Z";"2020-09-07T12:38:00.000Z";11679.3166637;12067.0812887;9916.49293063;10784.49157795;44171073700.19;199556965503.77;"2020-09-30T23:59:59.999Z"
"2020-08-01T00:00:00.000Z";"2020-08-31T23:59:59.999Z";"2020-08-17T16:05:00.000Z";"2020-08-03T00:07:00.000Z";11322.5705008;12359.0570221;11012.4147398;11680.8204905;22285928250.31;215817677821.86;"2020-08-31T23:59:59.999Z"
"2020-07-01T00:00:00.000Z";"2020-07-31T23:59:59.999Z";"2020-07-31T16:16:00.000Z";"2020-07-05T21:26:00.000Z";9145.98505502;11415.8638958;8977.01563525;11323.4664207;23160469766.39;208895308529.07;"2020-07-31T23:59:59.999Z"
"2020-06-01T00:00:00.000Z";"2020-06-30T23:59:59.999Z";"2020-06-01T23:30:01.000Z";"2020-06-28T04:56:01.000Z";9463.6056622;10199.5649719;8975.52585473;9137.99340026;15735797743.99;168315606321.29;"2020-06-30T23:59:59.999Z"
"2020-05-01T00:00:00.000Z";"2020-05-31T23:59:59.999Z";"2020-05-08T00:53:01.000Z";"2020-05-11T18:24:01.000Z";8672.7819143;9996.74335304;8374.32297508;9461.05891806;27773290298.51;173997151929.68;"2020-05-31T23:59:59.999Z"
"2020-04-01T00:00:00.000Z";"2020-04-30T23:59:59.999Z";"2020-04-30T06:22:00.000Z";"2020-04-01T16:58:00.000Z";6437.31921486;9440.65067326;6202.37351173;8658.55417975;66964629541.31;158922133909.09;"2020-04-30T23:59:59.999Z"
"2020-03-01T00:00:00.000Z";"2020-03-31T23:59:59.999Z";"2020-03-06T11:57:01.000Z";"2020-03-13T02:26:01.000Z";8599.7583441;9167.69579623;4106.98075029;6438.64476637;32786468812.08;117814077266.54;"2020-03-31T23:59:59.999Z"
"2020-02-01T00:00:00.000Z";"2020-02-29T23:59:59.999Z";"2020-02-13T07:15:00.000Z";"2020-02-28T12:46:00.000Z";9346.35762761;10457.6271997;8492.93215312;8599.50861972;35792392544.01;156895988083.74;"2020-02-29T23:59:59.999Z"
"2020-01-01T00:00:00.000Z";"2020-01-31T23:59:59.999Z";"2020-01-30T20:47:01.000Z";"2020-01-03T02:10:01.000Z";7194.89197053;9553.12613251;6914.99590793;9350.52936518;29432489719.13;170112778161.32;"2020-01-31T23:59:59.999Z"
"2019-12-01T00:00:00.000Z";"2019-12-31T23:59:59.999Z";"2019-12-05T12:22:00.000Z";"2019-12-18T13:27:01.000Z";7571.61619421;7743.43172474;6540.04927709;7193.59897843;21167946112.3;130446112598.42;"2019-12-31T23:59:59.999Z"
"2019-11-01T00:00:00.000Z";"2019-11-30T23:59:59.999Z";"2019-11-04T20:47:00.000Z";"2019-11-25T05:43:00.000Z";9193.99198943;9505.05167619;6617.1670508;7569.63012202;17158194786.41;136829391048.65;"2019-11-30T23:59:59.999Z"
"2019-10-01T00:00:00.000Z";"2019-10-31T23:59:59.999Z";"2019-10-26T02:02:01.000Z";"2019-10-24T06:58:01.000Z";8299.72110496;10021.743983;7446.98855091;9199.58483269;26583653946.63;165804227834.59;"2019-10-31T23:59:59.999Z"
